0 SpO2 Coeff  0 0 0 0  FFD7FBDD  0AB61FE
Ver: 0 32 9 23
rd algo size: 0 20 
rd algo size: 0 52 
rd algo size: 4 0 
sens+algo 
1.2 Status: 0
1.5 Status: 0
1.6 Status: 0
1.7 Status: 0
1.8 Status: 0
map leds to slots 0
map SpO2 to slots/PDs 0
1.14 status: 0
1.31 part id afe 0 36
1.32 who accel 0 1b
ppg1,ppg2,ppg3,ppg4,x,y,z,hr,hr_conf,spo2,spo2_conf,spo2_lo,spo2_unrel,scd,
423007,436296,2322,0,10,8,1005,625,100,999,70,0,0,3,
423169,436380,2323,0,11,7,1005,625,100,999,70,0,0,3,
423456,436510,2326,0,12,9,1005,625,100,999,70,0,0,3,
423689,436592,2329,0,10,9,1005,625,100,999,70,0,0,3,
423912,436691,2331,0,10,8,1006,625,100,999,70,0,0,3,
424112,436783,2330,0,10,9,1006,624,100,999,70,0,0,3,
424386,436906,2336,0,11,9,1006,624,100,999,70,0,0,3,
424689,437068,2341,0,11,6,1005,624,100,999,70,0,0,3,
424915,437129,2346,0,10,9,1008,624,100,999,70,0,0,3,
425126,437226,2350,0,10,8,1006,624,100,999,70,0,0,3,
425321,437292,2350,0,10,6,1006,624,100,999,70,0,0,3,
425446,437351,2357,0,12,8,1009,624,100,999,70,0,0,3,
425629,437426,2362,0,10,7,1006,624,100,999,70,0,0,3,
425793,437489,2368,0,11,8,1008,624,100,999,70,0,0,3,
425796,437457,2370,0,10,8,1008,624,100,999,70,0,0,3,
424828,436997,2355,0,12,8,1008,623,100,999,70,0,0,3,
423612,436462,2333,0,11,10,1007,623,100,999,70,0,0,3,
422820,436105,2328,0,11,8,1004,623,100,999,70,0,0,3,
422542,436006,2324,0,10,9,1006,623,100,999,70,0,0,3,
422401,435949,2321,0,13,10,1007,623,100,999,70,0,0,3,
422190,435850,2321,0,11,10,1007,623,100,999,70,0,0,3,
422291,435921,2320,0,11,7,1006,623,100,999,70,0,0,3,
422598,436042,2326,0,10,9,1005,623,100,999,70,0,0,3,
422755,436114,2330,0,11,7,1004,623,100,999,70,0,0,3,
422759,436103,2334,0,12,9,1006,623,100,999,73,0,0,3,
422882,436165,2336,0,10,8,1005,622,100,999,73,0,0,3,
423162,436282,2340,0,12,9,1008,622,100,999,73,0,0,3,
423421,436394,2341,0,10,8,1005,622,100,999,73,0,0,3,
423698,436520,2349,0,9,8,1007,622,100,999,73,0,0,3,
423987,436629,2356,0,10,8,1007,622,100,999,73,0,0,3,
424285,436778,2359,0,10,7,1005,622,100,999,73,0,0,3,
424521,436872,2364,0,10,8,1005,622,100,999,73,0,0,3,
424757,436956,2366,0,10,10,1007,622,100,999,73,0,0,3,
424936,437046,2370,0,11,9,1007,622,100,999,73,0,0,3,
425216,437162,2374,0,10,7,1006,622,100,999,73,0,0,3,
425399,437219,2378,0,11,8,1008,621,100,999,73,0,0,3,
425494,437243,2382,0,12,8,1006,621,100,999,73,0,0,3,
425588,437294,2385,0,10,9,1009,621,100,999,73,0,0,3,
425768,437360,2383,0,10,9,1008,621,100,999,73,0,0,3,
425448,437184,2381,0,9,8,1006,621,100,999,73,0,0,3,
424070,436543,2362,0,12,9,1006,621,100,999,73,0,0,3,
422934,436054,2347,0,12,9,1007,621,100,999,73,0,0,3,
422407,435843,2338,0,11,8,1009,621,100,999,73,0,0,3,
422208,435785,2330,0,11,8,1007,621,100,999,73,0,0,3,
422041,435700,2327,0,12,8,1007,621,100,999,73,0,0,3,
421952,435664,2328,0,12,9,1007,620,100,999,73,0,0,3,
422165,435755,2330,0,11,8,1007,620,100,999,73,0,0,3,
422436,435868,2332,0,10,7,1005,620,100,999,73,0,0,3,
422535,435913,2334,0,12,9,1006,620,100,999,73,0,0,3,
422614,435954,2331,0,10,8,1007,620,100,999,76,0,0,3,
422823,436064,2334,0,11,8,1005,619,100,999,76,0,0,3,
423067,436182,2336,0,12,9,1009,619,100,999,76,0,0,3,
423291,436266,2338,0,11,8,1008,619,100,999,76,0,0,3,
423601,436413,2343,0,10,8,1004,619,100,999,76,0,0,3,
423937,436566,2344,0,10,10,1006,619,100,999,76,0,0,3,
424270,436700,2345,0,12,8,1006,618,100,999,76,0,0,3,
424401,436763,2350,0,12,7,1005,618,100,999,76,0,0,3,
424573,436813,2353,0,10,10,1004,618,100,999,76,0,0,3,
424738,436878,2357,0,11,8,1005,618,100,999,76,0,0,3,
424889,436903,2358,0,11,8,1007,618,100,999,76,0,0,3,
425040,436996,2357,0,11,9,1006,618,100,999,76,0,0,3,
425268,437092,2361,0,10,8,1005,618,100,999,76,0,0,3,
425510,437195,2366,0,11,7,1007,618,100,999,76,0,0,3,
425588,437231,2368,0,11,8,1007,618,100,999,76,0,0,3,
424734,436818,2354,0,12,8,1007,618,100,999,76,0,0,3,
423564,436296,2334,0,10,10,1005,617,100,999,76,0,0,3,
422828,435972,2321,0,11,8,1007,617,100,999,76,0,0,3,
422534,435884,2319,0,10,8,1008,617,100,999,76,0,0,3,
422377,435809,2317,0,10,8,1006,617,100,999,76,0,0,3,
422305,435789,2316,0,12,8,1005,617,100,999,76,0,0,3,
422454,435883,2319,0,11,8,1004,616,100,999,76,0,0,3,
422768,436023,2323,0,11,8,1005,616,100,999,76,0,0,3,
422918,436060,2323,0,11,7,1005,616,100,999,76,0,0,3,
422916,436046,2326,0,12,8,1005,616,100,999,76,0,0,3,
423014,436115,2328,0,11,7,1006,616,100,999,78,0,0,3,
423306,436249,2331,0,10,7,1006,615,100,999,78,0,0,3,
423611,436390,2334,0,12,8,1009,615,100,999,78,0,0,3,
423968,436551,2335,0,10,8,1006,615,100,999,78,0,0,3,
424378,436737,2342,0,10,7,1008,615,100,999,78,0,0,3,
424635,436833,2347,0,11,9,1006,615,100,999,78,0,0,3,
424817,436907,2352,0,10,7,1007,615,100,999,78,0,0,3,
425089,437058,2355,0,11,8,1007,615,100,999,78,0,0,3,
425342,437145,2358,0,12,8,1005,615,100,999,78,0,0,3,
425513,437223,2359,0,10,8,1007,615,100,999,78,0,0,3,
425580,437215,2365,0,10,8,1006,615,100,999,78,0,0,3,
425691,437281,2368,0,10,9,1003,614,100,999,78,0,0,3,
425915,437370,2372,0,10,8,1005,614,100,999,78,0,0,3,
425858,437324,2372,0,10,7,1004,614,100,999,78,0,0,3,
424724,436762,2351,0,11,6,1006,614,100,999,78,0,0,3,
423477,436222,2336,0,10,8,1005,614,100,999,78,0,0,3,
422828,435960,2327,0,10,7,1005,614,100,999,78,0,0,3,
422547,435845,2322,0,9,7,1007,614,100,999,78,0,0,3,
422338,435743,2319,0,10,8,1005,614,100,999,78,0,0,3,
422153,435693,2318,0,12,6,1006,614,100,999,78,0,0,3,
422288,435740,2317,0,10,8,1006,614,100,999,78,0,0,3,
422566,435855,2324,0,12,9,1005,614,100,999,78,0,0,3,
422756,435933,2327,0,10,7,1006,614,100,999,78,0,0,3,
422758,435926,2328,0,10,9,1005,614,100,999,78,0,0,3,
422836,435961,2330,0,10,8,1006,614,100,999,78,0,0,3,
423109,436082,2330,0,10,9,1005,614,100,999,80,0,0,3,
423344,436175,2335,0,10,7,1005,613,100,999,80,0,0,3,
423693,436340,2339,0,10,8,1006,613,100,999,80,0,0,3,
424097,436529,2343,0,11,8,1005,613,100,999,80,0,0,3,
424432,436679,2348,0,10,9,1004,613,100,999,80,0,0,3,
424723,436802,2351,0,10,9,1004,613,100,999,80,0,0,3,
425045,436956,2352,0,10,8,1005,613,100,999,80,0,0,3,
425329,437067,2358,0,10,10,1005,613,100,999,80,0,0,3,
425515,437122,2363,0,10,8,1005,613,100,999,80,0,0,3,
425757,437233,2365,0,11,9,1004,613,100,999,80,0,0,3,
425945,437312,2368,0,11,10,1005,613,100,999,80,0,0,3,
426144,437377,2367,0,9,7,1008,613,100,999,80,0,0,3,
426222,437406,2373,0,11,10,1006,613,100,999,80,0,0,3,
425462,437027,2362,0,12,10,1006,613,100,999,80,0,0,3,
424002,436363,2339,0,12,8,1005,613,100,999,80,0,0,3,
423156,435990,2327,0,10,8,1006,613,100,999,80,0,0,3,
422875,435918,2321,0,12,9,1009,613,100,999,80,0,0,3,
422619,435788,2314,0,9,9,1005,613,100,999,80,0,0,3,
422390,435677,2313,0,11,9,1005,613,100,999,80,0,0,3,
422425,435718,2314,0,10,9,1005,613,100,999,80,0,0,3,
422769,435880,2319,0,10,8,1006,613,100,999,80,0,0,3,
423070,436000,2322,0,10,9,1005,612,100,999,80,0,0,3,
423018,435963,2320,0,11,7,1003,612,100,999,80,0,0,3,
423173,436033,2322,0,9,7,1007,612,100,999,80,0,0,3,
423424,436176,2325,0,10,7,1007,612,100,999,80,0,0,3,
423615,436230,2328,0,10,8,1004,612,100,999,82,0,0,3,
423878,436350,2332,0,10,8,1004,612,100,999,82,0,0,3,
424205,436502,2335,0,9,7,1005,612,100,999,82,0,0,3,
424521,436635,2336,0,11,7,1008,612,100,999,82,0,0,3,
424770,436715,2342,0,10,8,1006,612,100,999,82,0,0,3,
424981,436818,2348,0,10,8,1007,612,100,999,82,0,0,3,
425074,436847,2351,0,9,9,1004,612,100,999,82,0,0,3,
425219,436905,2354,0,12,7,1006,612,100,999,82,0,0,3,
425416,436979,2354,0,9,8,1005,612,100,999,82,0,0,3,
425488,436990,2358,0,10,8,1007,612,100,999,82,0,0,3,
425706,437083,2362,0,9,9,1003,612,100,999,82,0,0,3,
425878,437145,2366,0,9,7,1009,612,100,999,82,0,0,3,
425850,437109,2366,0,10,10,1008,612,100,999,82,0,0,3,
424699,436560,2350,0,10,8,1005,612,100,999,82,0,0,3,
423398,435992,2328,0,10,9,1006,612,100,999,82,0,0,3,
422718,435720,2321,0,9,9,1004,612,100,999,82,0,0,3,
422364,435561,2316,0,9,9,1007,612,100,999,82,0,0,3,
422132,435466,2313,0,10,9,1006,612,100,999,82,0,0,3,
422037,435428,2312,0,10,9,1003,612,100,999,82,0,0,3,
422104,435467,2312,0,10,10,1007,612,100,999,82,0,0,3,
422390,435586,2317,0,10,8,1005,612,100,999,82,0,0,3,
422609,435676,2320,0,9,9,1005,611,100,999,82,0,0,3,
422620,435675,2322,0,10,8,1007,611,100,999,82,0,0,3,
422757,435742,2324,0,11,7,1006,611,100,999,82,0,0,3,
422935,435821,2326,0,11,9,1006,611,100,999,82,0,0,3,
423147,435905,2327,0,10,9,1003,611,100,999,83,0,0,3,
423342,435984,2332,0,8,8,1007,611,100,999,83,0,0,3,
423622,436114,2337,0,10,9,1006,611,100,999,83,0,0,3,
423967,436269,2339,0,10,9,1007,611,100,999,83,0,0,3,
424223,436402,2342,0,9,8,1004,611,100,999,83,0,0,3,
424422,436465,2344,0,10,8,1006,611,100,999,83,0,0,3,
424586,436518,2347,0,9,10,1006,611,100,999,83,0,0,3,
424834,436647,2351,0,9,9,1006,611,100,999,83,0,0,3,
425055,436728,2354,0,10,9,1004,611,100,999,83,0,0,3,
425161,436769,2359,0,9,9,1006,611,100,999,83,0,0,3,
425289,436806,2362,0,10,8,1008,611,100,999,83,0,0,3,
425453,436879,2362,0,10,9,1006,611,100,999,83,0,0,3,
425449,436852,2364,0,10,9,1006,611,100,999,83,0,0,3,
424306,436306,2347,0,11,9,1006,611,100,999,83,0,0,3,
423113,435796,2332,0,10,9,1004,611,100,999,83,0,0,3,
422630,435568,2327,0,10,9,1008,611,100,999,83,0,0,3,
422427,435497,2320,0,9,8,1006,611,100,999,83,0,0,3,
422330,435448,2318,0,10,8,1006,611,100,999,83,0,0,3,
422312,435450,2319,0,11,9,1005,611,100,999,83,0,0,3,
422499,435547,2324,0,10,7,1005,611,100,999,83,0,0,3,
422711,435603,2328,0,9,9,1006,611,100,999,83,0,0,3,
422859,435668,2329,0,9,9,1005,611,100,999,83,0,0,3,
422920,435703,2328,0,11,9,1005,611,100,999,83,0,0,3,
423049,435759,2330,0,10,10,1006,611,100,999,83,0,0,3,
423311,435883,2333,0,10,8,1007,611,100,999,83,0,0,3,
423571,435997,2338,0,12,7,1007,611,100,999,85,0,0,3,
423777,436082,2341,0,10,9,1004,611,100,999,85,0,0,3,
423915,436126,2343,0,9,9,1005,611,100,999,85,0,0,3,
424102,436221,2342,0,10,10,1007,611,100,999,85,0,0,3,
424418,436384,2347,0,10,9,1006,611,100,999,85,0,0,3,
424624,436458,2352,0,10,10,1006,611,100,999,85,0,0,3,
424814,436530,2354,0,10,10,1009,611,100,999,85,0,0,3,
425049,436626,2359,0,9,10,1007,611,100,999,85,0,0,3,
425205,436694,2361,0,11,10,1005,611,100,999,85,0,0,3,
425359,436743,2365,0,11,11,1006,611,100,999,85,0,0,3,
425561,436838,2369,0,10,9,1005,611,100,999,85,0,0,3,
425752,436896,2374,0,10,9,1006,611,100,999,85,0,0,3,
425459,436745,2370,0,10,10,1009,611,100,999,85,0,0,3,
424183,436164,2351,0,8,10,1008,611,100,999,85,0,0,3,
423325,435803,2336,0,8,9,1007,611,100,999,85,0,0,3,
423078,435703,2333,0,10,9,1007,611,100,999,85,0,0,3,
422889,435639,2331,0,10,10,1008,611,100,999,85,0,0,3,
422813,435571,2330,0,10,11,1005,611,100,999,85,0,0,3,
422829,435588,2331,0,10,10,1007,611,100,999,85,0,0,3,
423110,435740,2331,0,9,9,1005,611,100,999,85,0,0,3,
423449,435885,2333,0,10,10,1005,611,100,999,85,0,0,3,
423551,435911,2337,0,9,10,1007,612,100,999,85,0,0,3,
423672,435981,2339,0,10,10,1006,612,100,999,85,0,0,3,
423798,436020,2342,0,9,9,1006,612,100,999,85,0,0,3,
423995,436091,2343,0,9,10,1006,612,100,999,85,0,0,3,
424345,436265,2343,0,9,10,1006,612,100,999,86,0,0,3,
424705,436442,2349,0,10,11,1006,612,100,999,86,0,0,3,
425021,436570,2354,0,11,12,1008,612,100,999,86,0,0,3,
425240,436682,2360,0,10,10,1007,612,100,999,86,0,0,3,
425409,436725,2363,0,10,10,1009,612,100,999,86,0,0,3,
425527,436752,2365,0,10,10,1007,612,100,999,86,0,0,3,
425738,436846,2366,0,10,10,1006,612,100,999,86,0,0,3,
425922,436924,2371,0,9,10,1007,612,100,999,86,0,0,3,
425922,436924,2371,0,9,10,1007,612,100,999,86,0,0,3,
425991,436933,2375,0,7,11,1005,612,100,999,86,0,0,3,
426133,436995,2377,0,9,10,1007,612,100,999,86,0,0,3,
426294,437036,2379,0,9,9,1007,612,100,999,86,0,0,3,
426347,437065,2380,0,8,10,1009,612,100,999,86,0,0,3,
426047,436879,2379,0,10,11,1007,612,100,999,86,0,0,3,
424583,436202,2358,0,8,8,1004,612,100,999,86,0,0,3,
423590,435784,2346,0,9,11,1005,612,100,999,86,0,0,3,
423316,435656,2340,0,8,8,1004,612,100,999,86,0,0,3,
423232,435649,2336,0,10,11,1009,612,100,999,86,0,0,3,
423152,435600,2332,0,10,11,1005,612,100,999,86,0,0,3,
423096,435568,2334,0,11,11,1007,612,100,999,86,0,0,3,
423266,435630,2338,0,7,12,1007,612,100,999,86,0,0,3,
423504,435740,2342,0,8,10,1004,612,100,999,86,0,0,3,
423613,435778,2342,0,8,10,1005,612,100,999,86,0,0,3,
423724,435827,2340,0,10,10,1010,612,100,999,86,0,0,3,
423815,435873,2346,0,10,12,1009,612,100,999,86,0,0,3,
424004,435942,2349,0,11,9,1007,612,100,999,86,0,0,3,
424272,436075,2352,0,9,9,1004,612,100,999,87,0,0,3,
424469,436164,2356,0,9,10,1008,612,100,999,87,0,0,3,
424697,436241,2358,0,9,10,1009,612,100,999,87,0,0,3,
424976,436394,2359,0,8,9,1005,612,100,999,87,0,0,3,
425209,436494,2365,0,9,9,1005,612,100,999,87,0,0,3,
425408,436546,2369,0,9,10,1006,612,100,999,87,0,0,3,
425561,436607,2373,0,9,8,1009,612,100,999,87,0,0,3,
425702,436680,2375,0,10,12,1007,612,100,999,87,0,0,3,
425908,436762,2375,0,10,9,1008,612,100,999,87,0,0,3,
426057,436821,2381,0,10,10,1007,612,100,999,87,0,0,3,
426235,436888,2384,0,9,10,1004,612,100,999,87,0,0,3,
426343,436926,2388,0,9,9,1008,612,100,999,87,0,0,3,
426063,436770,2385,0,10,11,1006,612,100,999,87,0,0,3,
424687,436125,2363,0,11,9,1004,612,100,999,87,0,0,3,
423664,435698,2345,0,9,10,1004,612,100,999,87,0,0,3,
423342,435551,2343,0,8,10,1007,612,100,999,87,0,0,3,
423266,435535,2338,0,10,10,1006,612,100,999,87,0,0,3,
423169,435496,2337,0,10,9,1007,612,100,999,87,0,0,3,
423141,435503,2336,0,10,10,1005,612,100,999,87,0,0,3,
423366,435597,2335,0,10,9,1006,612,100,999,87,0,0,3,
423628,435696,2340,0,10,10,1008,612,100,999,87,0,0,3,
423691,435716,2342,0,9,10,1007,612,100,999,87,0,0,3,
423687,435702,2342,0,9,10,1003,612,100,999,87,0,0,3,
423840,435805,2342,0,9,9,1008,612,100,999,87,0,0,3,
424137,435941,2345,0,9,8,1004,612,100,999,87,0,0,3,
424444,436089,2344,0,10,9,1005,612,100,999,88,0,0,3,
424740,436204,2350,0,10,10,1005,612,100,999,88,0,0,3,
425022,436337,2355,0,9,9,1006,612,100,999,88,0,0,3,
425287,436440,2359,0,10,9,1005,612,100,999,88,0,0,3,
425543,436576,2363,0,10,10,1006,612,100,999,88,0,0,3,
425732,436620,2363,0,10,10,1006,612,100,999,88,0,0,3,
425905,436700,2367,0,10,11,1009,612,100,999,88,0,0,3,
426036,436746,2372,0,10,10,1008,612,100,999,88,0,0,3,
426185,436803,2373,0,10,10,1006,612,100,999,88,0,0,3,
426349,436881,2377,0,10,10,1006,612,100,999,88,0,0,3,
426520,436952,2382,0,11,10,1006,612,100,999,88,0,0,3,
426581,436974,2381,0,9,9,1007,611,100,999,88,0,0,3,
425899,436631,2372,0,10,8,1006,611,100,999,88,0,0,3,
424491,435981,2354,0,9,9,1004,611,100,999,88,0,0,3,
423740,435655,2346,0,8,9,1006,611,100,999,88,0,0,3,
423521,435572,2342,0,8,9,1005,611,100,999,88,0,0,3,
423354,435480,2338,0,11,10,1003,611,100,999,88,0,0,3,
423236,435438,2338,0,10,11,1006,611,100,999,88,0,0,3,
423341,435495,2341,0,9,10,1006,611,100,999,88,0,0,3,
423624,435616,2346,0,8,9,1006,611,100,999,88,0,0,3,
423703,435620,2348,0,8,9,1007,611,100,999,88,0,0,3,
423670,435608,2350,0,10,10,1005,611,100,999,88,0,0,3,
423756,435653,2348,0,8,10,1005,611,100,999,88,0,0,3,
423874,435685,2353,0,10,9,1005,611,100,999,88,0,0,3,
424050,435774,2355,0,10,10,1008,611,100,999,88,0,0,3,
424345,435902,2360,0,10,10,1006,611,100,999,89,0,0,3,
424651,436050,2363,0,8,10,1006,611,100,999,89,0,0,3,
424955,436175,2364,0,9,10,1006,611,100,999,89,0,0,3,
425186,436282,2368,0,9,10,1008,611,100,999,89,0,0,3,
425468,436411,2373,0,10,10,1006,611,100,999,89,0,0,3,
425707,436518,2376,0,8,9,1007,611,100,999,89,0,0,3,
425965,436619,2379,0,9,10,1008,611,100,999,89,0,0,3,
426195,436746,2382,0,9,9,1006,611,100,999,89,0,0,3,
426332,436761,2381,0,10,10,1007,611,100,999,89,0,0,3,
426499,436849,2385,0,10,10,1007,611,100,999,89,0,0,3,
426703,436928,2389,0,7,9,1005,611,100,999,89,0,0,3,
426572,436847,2388,0,8,10,1008,611,100,999,89,0,0,3,
425238,436191,2368,0,10,10,1006,611,100,999,89,0,0,3,
424075,435706,2350,0,9,10,1008,611,100,999,89,0,0,3,
423519,435449,2343,0,8,10,1007,611,100,999,89,0,0,3,
423335,435367,2340,0,9,10,1007,611,100,999,89,0,0,3,
423173,435305,2337,0,10,10,1007,611,100,999,89,0,0,3,
422992,435236,2336,0,11,10,1005,611,100,999,89,0,0,3,
423065,435281,2339,0,8,10,1007,611,100,999,89,0,0,3,
423367,435412,2340,0,7,10,1007,611,100,999,89,0,0,3,
423536,435484,2342,0,8,10,1009,611,100,999,89,0,0,3,
423564,435494,2345,0,9,10,1006,611,100,999,89,0,0,3,
423783,435622,2349,0,10,11,1006,611,100,999,89,0,0,3,
424038,435721,2352,0,8,9,1006,611,100,999,89,0,0,3,
424348,435846,2354,0,10,10,1003,611,100,999,89,0,0,3,
424673,436007,2356,0,10,10,1006,611,100,999,90,0,0,3,
425050,436202,2364,0,10,11,1007,611,100,999,90,0,0,3,
425386,436364,2369,0,10,9,1007,611,100,999,90,0,0,3,
425660,436470,2374,0,9,10,1006,611,100,999,90,0,0,3,
425915,436576,2378,0,10,10,1004,611,100,999,90,0,0,3,
426098,436654,2379,0,8,9,1008,611,100,999,90,0,0,3,
426228,436706,2384,0,8,10,1007,611,100,999,90,0,0,3,
426437,436790,2389,0,9,10,1005,611,100,999,90,0,0,3,
426555,436819,2393,0,11,10,1008,611,100,999,90,0,0,3,
426688,436886,2397,0,9,9,1007,611,100,999,90,0,0,3,
426813,436921,2400,0,9,11,1008,611,100,999,90,0,0,3,
426717,436872,2396,0,9,10,1006,611,100,999,90,0,0,3,
425492,436275,2382,0,10,10,1009,611,100,999,90,0,0,3,
424206,435714,2364,0,9,11,1007,611,100,999,90,0,0,3,
423704,435524,2355,0,9,11,1006,611,100,999,90,0,0,3,
423509,435452,2350,0,7,11,1007,611,100,999,90,0,0,3,
423272,435326,2346,0,9,12,1006,610,100,999,90,0,0,3,
423229,435340,2343,0,9,11,1004,610,100,999,90,0,0,3,
423371,435411,2347,0,10,10,1007,610,100,999,90,0,0,3,
423699,435570,2352,0,10,13,1006,610,100,999,90,0,0,3,
423874,435642,2354,0,8,10,1008,610,100,999,90,0,0,3,
423917,435673,2353,0,10,10,1004,610,100,999,90,0,0,3,
424044,435717,2352,0,9,11,1008,610,100,999,90,0,0,3,
424243,435796,2356,0,9,10,1003,610,100,999,90,0,0,3,
424540,435954,2360,0,9,10,1006,610,100,999,90,0,0,3,
424897,436093,2363,0,8,10,1008,610,100,999,91,0,0,3,
425303,436313,2368,0,9,10,1006,609,100,999,91,0,0,3,
425682,436469,2369,0,9,10,1005,609,100,999,91,0,0,3,
425920,436588,2372,0,9,10,1005,609,100,999,91,0,0,3,
426160,436670,2376,0,9,10,1005,609,100,999,91,0,0,3,
426333,436736,2379,0,9,9,1004,609,100,999,91,0,0,3,
426503,436828,2383,0,8,10,1009,609,100,999,91,0,0,3,
426801,436949,2384,0,8,11,1005,609,100,999,91,0,0,3,
427015,437052,2384,0,9,10,1005,609,100,999,91,0,0,3,
427063,437035,2390,0,10,11,1004,609,100,999,91,0,0,3,
427173,437081,2394,0,8,11,1005,609,100,999,91,0,0,3,
427202,437091,2395,0,9,12,1007,608,100,999,91,0,0,3,
426462,436719,2385,0,10,10,1006,608,100,999,91,0,0,3,
424973,436038,2363,0,10,11,1007,608,100,999,91,0,0,3,
424152,435683,2350,0,9,10,1005,608,100,999,91,0,0,3,
423918,435606,2346,0,9,9,1008,608,100,999,91,0,0,3,
423793,435549,2342,0,10,10,1009,608,100,999,91,0,0,3,
423748,435533,2340,0,8,10,1007,608,100,999,91,0,0,3,
423798,435567,2341,0,9,10,1005,608,100,999,91,0,0,3,
424128,435747,2341,0,8,10,1007,608,100,999,91,0,0,3,
424391,435834,2346,0,9,10,1006,608,100,999,91,0,0,3,
424355,435817,2347,0,9,9,1005,607,100,999,91,0,0,3,
424420,435819,2349,0,10,10,1006,607,100,999,91,0,0,3,
424593,435898,2352,0,10,8,1007,607,100,999,91,0,0,3,
424780,436008,2354,0,8,11,1007,607,100,999,91,0,0,3,
424989,436076,2355,0,10,9,1005,607,100,999,92,0,0,3,
425287,436211,2363,0,10,9,1006,606,100,999,92,0,0,3,
425660,436399,2367,0,9,9,1005,606,100,999,92,0,0,3,
425899,436484,2370,0,10,10,1007,606,100,999,92,0,0,3,
426055,436559,2373,0,8,9,1004,606,100,999,92,0,0,3,
426241,436631,2373,0,8,8,1007,606,100,999,92,0,0,3,
426295,436654,2379,0,10,11,1007,606,100,999,92,0,0,3,
426328,436616,2382,0,10,10,1007,606,100,999,92,0,0,3,
426292,436595,2385,0,10,11,1006,606,100,999,92,0,0,3,
426385,436641,2388,0,9,10,1009,606,100,999,92,0,0,3,
426462,436650,2392,0,10,10,1007,606,100,999,92,0,0,3,
426419,436637,2387,0,10,11,1007,605,100,999,92,0,0,3,
425269,436080,2374,0,10,10,1007,605,100,999,92,0,0,3,
423945,435487,2358,0,8,10,1006,605,100,999,92,0,0,3,
423358,435223,2350,0,9,10,1007,605,100,999,92,0,0,3,
423184,435173,2344,0,9,10,1006,605,100,999,92,0,0,3,
422996,435100,2339,0,10,12,1006,605,100,999,92,0,0,3,
422904,435038,2340,0,9,10,1005,605,100,999,92,0,0,3,
423047,435131,2343,0,10,10,1008,605,100,999,92,0,0,3,
423350,435274,2346,0,10,11,1007,605,100,999,92,0,0,3,
423502,435328,2346,0,9,10,1006,605,100,999,92,0,0,3,
423531,435361,2346,0,10,11,1007,605,100,999,92,0,0,3,
423728,435458,2343,0,9,11,1005,605,100,999,92,0,0,3,
423961,435547,2349,0,8,11,1008,605,100,999,92,0,0,3,
424160,435631,2353,0,9,11,1006,605,100,999,92,0,0,3,
424431,435739,2356,0,8,11,1009,605,100,999,92,0,0,3,
424638,435829,2359,0,9,10,1009,604,100,999,92,0,0,3,
424920,435943,2360,0,10,10,1004,604,100,999,92,0,0,3,
425182,436074,2365,0,9,10,1009,604,100,999,92,0,0,3,
425400,436156,2368,0,9,11,1007,604,100,999,92,0,0,3,
425510,436177,2371,0,10,10,1007,604,100,999,92,0,0,3,
425665,436263,2372,0,8,10,1009,604,100,999,92,0,0,3,
425885,436339,2374,0,10,11,1005,604,100,999,92,0,0,3,
426061,436422,2370,0,10,10,1006,604,100,999,92,0,0,3,
426219,436478,2375,0,9,10,1007,604,100,999,92,0,0,3,
426421,436565,2378,0,9,12,1007,604,100,999,92,0,0,3,
426195,436440,2373,0,9,12,1006,604,100,999,92,0,0,3,
424819,435792,2353,0,10,11,1006,604,100,999,92,0,0,3,
423697,435312,2333,0,9,10,1007,604,100,999,92,0,0,3,
423237,435127,2327,0,8,10,1006,604,100,999,92,0,0,3,
423083,435069,2323,0,9,11,1006,604,100,999,92,0,0,3,
422902,435021,2322,0,9,11,1006,603,100,999,92,0,0,3,
422861,434988,2323,0,10,10,1006,603,100,999,92,0,0,3,
423037,435087,2327,0,9,10,1005,603,100,999,92,0,0,3,
423342,435230,2328,0,8,11,1009,603,100,999,92,0,0,3,
423451,435278,2334,0,8,9,1006,603,100,999,92,0,0,3,
423492,435294,2336,0,9,9,1005,603,100,999,92,0,0,3,
423684,435381,2339,0,9,11,1003,603,100,999,92,0,0,3,
424005,435518,2343,0,7,9,1004,603,100,999,92,0,0,3,
424361,435700,2344,0,8,10,1004,603,100,999,92,0,0,3,
424745,435869,2351,0,8,10,1006,603,100,999,93,0,0,3,
425096,436029,2359,0,10,10,1008,603,100,999,93,0,0,3,
425397,436171,2364,0,9,10,1008,603,100,999,93,0,0,3,
425666,436277,2367,0,9,12,1006,603,100,999,93,0,0,3,
425874,436380,2372,0,10,11,1007,603,100,999,93,0,0,3,
426183,436534,2369,0,9,9,1006,603,100,999,93,0,0,3,
426502,436684,2375,0,9,10,1008,602,100,999,93,0,0,3,
426790,436811,2379,0,8,10,1004,602,100,999,93,0,0,3,
427006,436907,2382,0,9,11,1008,602,100,999,93,0,0,3,
427250,437027,2384,0,10,10,1006,602,100,999,93,0,0,3,
427525,437158,2384,0,9,11,1005,602,100,999,93,0,0,3,
427641,437194,2386,0,8,11,1007,602,100,999,93,0,0,3,
426740,436762,2373,0,9,10,1008,602,100,999,93,0,0,3,
425247,436090,2349,0,10,11,1004,602,100,999,93,0,0,3,
424393,435703,2339,0,8,10,1008,602,100,999,93,0,0,3,
424082,435572,2334,0,9,11,1005,602,100,999,93,0,0,3,
